r,State,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
p20091,KS,0,0,0.063935441,0.132440383,0.23645911,0.388922941,0.463420073,0.864941573,1.35901564,1.84682458
p20095,KS,0,0,0.03196772,0.043761691,0.043558257,0.068085727,0.078124457,0.125927379,0.172067631,0.25135704
p20097,KS,0,0,0,0.01122925,0.037335649,0.067331188,0.08522668,0.174137844,0.29315226,0.412890266
p20099,KS,0,0,0.063935441,0.156770426,0.317353016,0.577548765,0.735080115,1.505827249,2.539590774,3.636348444
p20103,KS,0,0,1.598386023,2.944187399,4.691846557,4.902395051,3.465884988,4.138870202,3.481183088,4.683533525
p20105,KS,0,0,0,0.003743083,0.012445216,0.019826898,0.023082226,0.043922046,0.070101627,0.094108691
p20107,KS,0,0,0,0.015908105,0.052892169,0.08927991,0.108308906,0.203617472,0.321830198,0.441207785
p20111,KS,0,0,0.010655907,0.069173864,0.196012157,0.349999631,0.440337847,0.872678949,1.437083362,2.043260854
p20113,KS,0,0,0.021311814,0.041963329,0.071559994,0.117711841,0.140268911,0.261142476,0.409457233,0.571061437
p20115,KS,0,0,0,0.01029348,0.034224345,0.05735887,0.069246678,0.131210662,0.208711663,0.284259835
p20117,KS,0,0,0.010655907,0.017706466,0.024890433,0.030931024,0.028408893,0.047862191,0.068508409,0.096042453
p20119,KS,0,0,0.010655907,0.027999946,0.059114778,0.109224547,0.140268911,0.298359479,0.516202893,0.725562947
p20121,KS,0,0,0.010655907,0.016770696,0.021779129,0.034915141,0.040837784,0.076682739,0.121084629,0.164587673
p20123,KS,0,0,0,0.002807313,0.009333912,0.015088243,0.017755558,0.031649737,0.047796564,0.068237613
p20125,KS,0,0,0.010655907,0.052329989,0.140008684,0.236790967,0.287640045,0.543277011,0.861931373,1.184599154
p20127,KS,0,0,0,0.012165021,0.040446953,0.069453012,0.08522668,0.16080638,0.254915009,0.353413061
p20131,KS,0,0,0.03196772,0.038147065,0.024890433,0.036164687,0.039062228,0.061297257,0.081254159,0.134534254
p20133,KS,0,0,0.042623627,0.072697408,0.105784339,0.174198434,0.207740033,0.333640398,0.454067359,0.669638449
p20135,KS,0,0,0,0.002807313,0.009333912,0.015088243,0.017755558,0.03331617,0.052576221,0.073635965
p20139,KS,0,0,0.021311814,0.051321038,0.102673035,0.17207661,0.207740033,0.381411477,0.591084176,0.834233332
p20141,KS,0,0,0,0.005614625,0.018667824,0.030176485,0.035511117,0.066076862,0.103559222,0.1410605
p20143,KS,0,0,0,0.003743083,0.012445216,0.019826898,0.023082226,0.043922046,0.070101627,0.096144989
p20145,KS,0,0,0.522139434,1.076293761,1.913452011,2.018444251,1.452404672,1.771285383,1.564540866,2.120697853
p20147,KS,0,0,0,0.005614625,0.018667824,0.029304208,0.033735561,0.064578322,0.103559222,0.143096798
p20149,KS,0,0,0.106559068,0.19297277,0.301796496,0.495412917,0.589484537,1.064658212,1.626676399,2.38839735
p20151,KS,0,0,0.042623627,0.072697408,0.105784339,0.129712297,0.117186685,0.20999922,0.318643761,0.444057161
p20155,KS,0,0,0.170494509,0.26833113,0.348466057,0.562131358,0.66050677,1.150707291,1.701557683,2.521503312
p20157,KS,0,0,0,0.001871542,0.006222608,0.008605033,0.008877779,0.017491301,0.028677938,0.038499009
p20159,KS,0,0,0,0.01122925,0.037335649,0.064714357,0.079900013,0.149645026,0.235796383,0.325710756
p20161,KS,0,0,0.010655907,0.055137301,0.149342596,0.256240596,0.314273383,0.599083782,0.957524501,1.328201423
p20163,KS,0,0,0,0.009357709,0.031113041,0.052620215,0.06392001,0.124493129,0.202338788,0.281813393
p20165,KS,0,0,0.042623627,0.068018553,0.090227818,0.126081396,0.131391132,0.212544426,0.291559041,0.40260624
p20167,KS,0,0,0,0.001871542,0.006222608,0.010349588,0.012428891,0.023821249,0.038237251,0.052350162
p20169,KS,0,0,0.053279534,0.078238853,0.090227818,0.111252684,0.101206683,0.224841714,0.39989792,0.540919901
p20173,KS,0,0,0.564763062,1.12840421,1.95078766,3.164782331,3.733993919,6.98144961,10.98524366,15.96802031
p20175,KS,0,0,0.010655907,0.036421884,0.087116514,0.148383334,0.181106695,0.354489544,0.578338426,0.799814127
p20177,KS,0,0,0.010655907,0.248841872,0.793382541,1.453466961,1.857231402,3.772164428,6.323485435,8.916654275
p20183,KS,0,0,0.021311814,0.025119453,0.01555652,0.021076444,0.02130667,0.032980386,0.043016908,0.069966303
p20185,KS,0,0,0,0.008421938,0.028001737,0.048753837,0.060368898,0.113163883,0.178440506,0.247694587
p20191,KS,0,0,0.010655907,0.036421884,0.087116514,0.144021948,0.172228916,0.324777734,0.514609674,0.706115579
p20197,KS,0,0,0.010655907,0.047651134,0.124452163,0.23228779,0.300068936,0.633755579,1.091354881,1.536371642
p20201,KS,0,0,0.010655907,0.041100738,0.102673035,0.171204333,0.205964477,0.404353953,0.661185804,0.933432768
p20205,KS,0,0,0,0.014972334,0.049780865,0.084541255,0.102982238,0.194678028,0.309084448,0.431224158
p20207,KS,0,0,0,0.008421938,0.028001737,0.051370669,0.065695566,0.133212879,0.223050633,0.315727128
p20209,KS,0,0,1.225429285,1.618889836,1.474758135,2.354284925,2.745009319,4.245362404,5.531655689,7.525809847
p21003,KY,0.057338365,0.055433402,0.068471567,0.132149012,0.242481425,0.289225084,0.305159122,0.417715515,0.422974544,0.554914552
p21007,KY,0.019112788,0.027088958,0.047930097,0.04774237,0.04763028,0.077748665,0.108857932,0.271174725,0.454003565,0.595622569
p21031,KY,0.019112788,0.024740461,0.04108294,0.039448107,0.036805216,0.059974358,0.083874145,0.158786129,0.225368676,0.295668758
p21035,KY,0.11467673,0.202458205,0.403982247,0.429043984,0.474137786,0.769196158,1.072518317,2.016851513,2.848137473,3.736567485
p21039,KY,0.019112788,0.020043466,0.027388627,0.026827839,0.025980153,0.04220005,0.058890357,0.111558153,0.158411316,0.207825141
p21047,KY,0.152902306,0.160347726,0.219109015,0.240019557,0.277121628,0.393611886,0.496106642,1.016043019,1.523688224,1.998977903
p21053,KY,0.019112788,0.017694968,0.02054147,0.021708182,0.02381514,0.032381942,0.039260238,0.08775526,0.13881404,0.182114814
p21057,KY,0.019112788,0.015346471,0.013694313,0.012620268,0.010825064,0.017010496,0.023199231,0.041832971,0.057158722,0.074988453
p21075,KY,0.019112788,0.022391963,0.034235784,0.033534799,0.032475191,0.054086732,0.076735919,0.145104368,0.2057714,0.269958431
p21083,KY,0.095563941,0.114308313,0.178026075,0.198190495,0.233821374,0.350775651,0.462200073,0.882603093,1.260758102,1.65403102
p21105,KY,0.076451153,0.113052827,0.205414702,0.200415141,0.192686132,0.308591797,0.426508948,0.789841328,1.102346786,1.446205879
p21139,KY,0.019112788,0.020043466,0.027388627,0.024446885,0.019485115,0.03107718,0.04282935,0.082090567,0.117583657,0.154261961
p21141,KY,0.11467673,0.155488256,0.267039112,0.417920756,0.679813995,0.866307648,0.985075059,1.52937053,1.814381154,2.38034775
p21143,KY,0.019112788,0.027088958,0.047930097,0.045361415,0.041135242,0.067389605,0.094581482,0.179308771,0.25476459,0.334234248
p21145,KY,2.809579874,3.632150718,6.02549792,5.787045124,5.401706743,8.406509972,11.38546898,20.86079621,28.87168715,37.87773886
p21147,KY,0.038225577,0.047132424,0.075318724,0.156316303,0.296606743,0.328448929,0.314081903,0.365049779,0.274361867,0.359944575
p21157,KY,0.057338365,0.055433402,0.068471567,0.056752129,0.036805216,0.060738168,0.085658701,0.174712143,0.261297016,0.342804356
p21169,KY,0.019112788,0.015346471,0.013694313,0.020556782,0.032475191,0.038046709,0.039260238,0.061427736,0.073489786,0.096413725
p21171,KY,0.019112788,0.020043466,0.027388627,0.026034188,0.02381514,0.039256238,0.055321244,0.104717273,0.148612678,0.194969977
p21199,KY,0.076451153,0.066082878,0.068471567,0.098022002,0.149385878,0.175625909,0.182024739,0.364023235,0.537291989,0.704891458
p21207,KY,0.019112788,0.015346471,0.013694313,0.012620268,0.010825064,0.016246686,0.021414675,0.041703471,0.060424935,0.079273507
p21213,KY,0.038225577,0.049480921,0.082165881,0.086039077,0.093095547,0.151025895,0.21057764,0.395713696,0.558522371,0.732744312
p21219,KY,0.019112788,0.036482948,0.075318724,0.074570209,0.073610433,0.119184904,0.165963733,0.315468194,0.449104246,0.589194988
p21221,KY,0.038225577,0.042435429,0.061624411,0.057981684,0.051960305,0.08287248,0.114211601,0.21495905,0.303757781,0.398510064
p21227,KY,0.191127883,0.219222637,0.328663523,0.34574361,0.376712214,0.613810259,0.858371565,1.66431923,2.403932546,3.153800079
p21231,KY,0.019112788,0.020043466,0.027388627,0.030002445,0.034640204,0.044045764,0.049967575,0.080634002,0.099619487,0.130694161
p21027,KY,0.038225577,0.037738434,0.047930097,0.11044083,0.218666285,0.246913604,0.242699652,0.299316481,0.25476459,0.334234248
p21033,KY,0.038225577,0.049480921,0.082165881,0.113023224,0.16670598,0.217507867,0.25340699,0.43436385,0.56832101,0.745599475
p21055,KY,0.057338365,0.069524387,0.109554508,0.133501852,0.175366031,0.211715475,0.226638646,0.32974401,0.36254961,0.475641045
p21059,KY,0.229353459,0.221733609,0.273886269,0.437326138,0.720949237,0.89245148,0.983290503,1.816869223,2.531314841,3.320917203
p21085,KY,0.038225577,0.065920403,0.130095978,0.137749703,0.151550891,0.23814695,0.324789241,0.615280062,0.873711897,1.146252067
p21091,KY,0.038225577,0.042435429,0.061624411,0.146076989,0.292276718,0.335546084,0.337281134,0.425970205,0.378880673,0.497066317
p21101,KY,0.152902306,0.155650731,0.205414702,0.492478856,0.989410814,1.204017538,1.300941519,1.885335176,2.062613319,2.706011889
p21107,KY,0.057338365,0.060130397,0.082165881,0.070166049,0.049795293,0.084511531,0.121349826,0.256942898,0.39357863,0.516349061
p21149,KY,0.038225577,0.035389937,0.04108294,0.074368769,0.132065776,0.158949701,0.169532845,0.243984692,0.264563229,0.347089411
p21177,KY,0.019112788,0.022391963,0.034235784,0.031153845,0.025980153,0.036853376,0.046398463,0.085640507,0.119216763,0.156404488
p21183,KY,0.038225577,0.042435429,0.061624411,0.065124546,0.07144542,0.123115387,0.178455627,0.359815107,0.534025776,0.700606404
p21225,KY,0.038225577,0.037738434,0.047930097,0.063615398,0.090930534,0.129750627,0.164179177,0.306124061,0.42950697,0.563484661
p21233,KY,0.019112788,0.022391963,0.034235784,0.039090359,0.04763028,0.067055316,0.083874145,0.153520624,0.212303825,0.278528539
p21001,KY,0.019112788,0.015346471,0.013694313,0.041191718,0.088765522,0.0970182,0.09101237,0.102041765,0.070223573,0.092128671
p21005,KY,0.019112788,0.015346471,0.013694313,0.016588525,0.021650127,0.025619076,0.026768344,0.046699288,0.062058041,0.081416035
p21009,KY,0.038225577,0.035389937,0.04108294,0.039448107,0.036805216,0.05004482,0.060674913,0.107080336,0.143713359,0.188542396
p21011,KY,0,0.002348497,0.006847157,0.005119657,0.002165013,0.004471434,0.007138225,0.013023573,0.01796417,0.023567799
p21013,KY,0.019112788,0.015346471,0.013694313,0.011826617,0.008660051,0.014066683,0.019630119,0.038283031,0.055525616,0.072845926
p21015,KY,0.057338365,0.055433402,0.068471567,0.061514038,0.049795293,0.073054371,0.094581482,0.185890652,0.271095654,0.355659519
p21017,KY,0,0.004696995,0.013694313,0.011032965,0.006495038,0.009595249,0.012491894,0.02460127,0.03592834,0.047135599
p21021,KY,0.152902306,0.22140866,0.39713509,0.84535322,1.621594529,1.777181929,1.673913779,1.824861632,1.162771721,1.525479386
p21023,KY,0,0.002348497,0.006847157,0.005913308,0.004330025,0.006651436,0.008922781,0.016444013,0.022863489,0.029995381
p21029,KY,0.038225577,0.033041439,0.034235784,0.037503056,0.043300254,0.055057205,0.062459469,0.101286144,0.125749189,0.164974596
p21037,KY,0.133789518,0.116819285,0.123248821,0.220725352,0.38970229,0.455796695,0.469338298,0.617213106,0.587918286,0.771309802
p21041,KY,0.019112788,0.020043466,0.027388627,0.107780282,0.24681145,0.272198391,0.258760659,0.355769779,0.36254961,0.475641045
p21045,KY,0,0.002348497,0.006847157,0.022579988,0.049795293,0.055486727,0.053536688,0.063780111,0.050626297,0.066418344
p21049,KY,0.019112788,0.020043466,0.027388627,0.023653233,0.017320102,0.026605746,0.035691125,0.067750618,0.096353275,0.126409107
p21051,KY,0.019112788,0.024740461,0.04108294,0.033892547,0.021650127,0.034784803,0.048183019,0.089719135,0.125749189,0.164974596
p21061,KY,0.019112788,0.017694968,0.02054147,0.021708182,0.02381514,0.038492427,0.053536688,0.099322268,0.13881404,0.182114814
p21063,KY,0,0.004696995,0.013694313,0.013413919,0.012990076,0.016899067,0.019630119,0.031042962,0.037561446,0.049278126
p21065,KY,0.019112788,0.024740461,0.04108294,0.100559265,0.203511196,0.227834535,0.221284977,0.262220326,0.2057714,0.269958431
p21067,KY,0.191127883,0.17929818,0.212261859,0.205534798,0.194851145,0.264943162,0.321220128,0.560391452,0.744696495,0.976992416
p21069,KY,0,0.002348497,0.006847157,0.008294263,0.010825064,0.013955254,0.016061006,0.036049467,0.057158722,0.074988453
p21073,KY,0.057338365,0.04838791,0.047930097,0.050916975,0.056290331,0.072720083,0.083874145,0.146938744,0.195972762,0.257103267
p21077,KY,0,0.002348497,0.006847157,0.005119657,0.002165013,0.003707624,0.005353669,0.010919509,0.016331063,0.021425272
p21079,KY,0,0.002348497,0.006847157,0.028929199,0.067115394,0.072926746,0.067813138,0.074688932,0.04899319,0.064275817
p21081,KY,0.019112788,0.015346471,0.013694313,0.011826617,0.008660051,0.014066683,0.019630119,0.036966655,0.052259403,0.068560871
p21087,KY,0,0.002348497,0.006847157,0.011468868,0.019485115,0.021911453,0.021414675,0.02853971,0.027762808,0.036422963
p21089,KY,0.152902306,0.134514254,0.143790291,0.205925569,0.313926845,0.404702365,0.465769186,0.767679178,0.968432065,1.270518646
p21093,KY,0.095563941,0.081429349,0.082165881,0.086039077,0.093095547,0.11970966,0.137410833,0.233755438,0.303757781,0.398510064
p21095,KY,0.038225577,0.035389937,0.04108294,0.083098934,0.155880916,0.177583052,0.17667107,0.266881087,0.307023994,0.402795119
p21097,KY,0,0,0,0.000793651,0.002165013,0.003707624,0.005353669,0.009603133,0.013064851,0.017140218
p21099,KY,0.019112788,0.015346471,0.013694313,0.012620268,0.010825064,0.016246686,0.021414675,0.039070719,0.05389251,0.070703398
p21103,KY,0.019112788,0.022391963,0.034235784,0.097026911,0.205676209,0.229250726,0.221284977,0.254980257,0.18780723,0.246390631
p21109,KY,0.019112788,0.020043466,0.027388627,0.060161198,0.116910687,0.132996337,0.132057164,0.161624437,0.135547827,0.17782976
p21111,KY,0.936526625,0.83417448,0.910671845,0.988057466,1.125806616,1.43683401,1.636438097,2.866028436,3.821468857,5.013513712
p21113,KY,0,0.002348497,0.006847157,0.00670696,0.006495038,0.008831439,0.010707338,0.019864454,0.027762808,0.036422963
p21115,KY,0.152902306,0.165044721,0.232803329,0.867719659,1.965831552,2.171158553,2.068300714,2.321452829,1.602077329,2.101819211
p21117,KY,0.076451153,0.080173863,0.109554508,0.093025631,0.064950382,0.101299168,0.137410833,0.256792021,0.360916503,0.473498518
p21121,KY,0.095563941,0.123702303,0.205414702,0.220256426,0.24681145,0.372257582,0.49253753,0.916397618,1.283621591,1.684026401
p21123,KY,0,0.002348497,0.006847157,0.00670696,0.006495038,0.009595249,0.012491894,0.023943082,0.034295233,0.044993072
p21125,KY,0.057338365,0.0577819,0.075318724,0.061871786,0.038970229,0.063681981,0.089227813,0.170363826,0.243332846,0.319236557
p21129,KY,0,0.004696995,0.013694313,0.011826617,0.008660051,0.012539062,0.016061006,0.032758527,0.04899319,0.064275817
p21135,KY,0,0.002348497,0.006847157,0.00670696,0.006495038,0.008831439,0.010707338,0.019864454,0.027762808,0.036422963
p21137,KY,0.019112788,0.012997973,0.006847157,0.011468868,0.019485115,0.022675263,0.023199231,0.03525109,0.040827659,0.05356318
p21151,KY,0.038225577,0.035389937,0.04108294,0.037067153,0.030310178,0.042741002,0.053536688,0.096689516,0.132281614,0.173544706
p21153,KY,0.038225577,0.037738434,0.047930097,0.046948718,0.045465267,0.070221988,0.094581482,0.178650583,0.253131484,0.33209172
p21155,KY,0.038225577,0.033041439,0.034235784,0.11924915,0.266296565,0.291054601,0.273037109,0.306125295,0.210670719,0.276386012
p21161,KY,0.019112788,0.017694968,0.02054147,0.035993907,0.062785369,0.072385794,0.073166807,0.09284851,0.083288424,0.109268889
p21163,KY,0.057338365,0.076569879,0.130095978,0.204416421,0.333411959,0.370855643,0.356911253,0.410281813,0.300491568,0.39422501
p21165,KY,0,0,0,0.000793651,0.002165013,0.002943813,0.003569113,0.006840881,0.009798638,0.012855164
p21167,KY,0.019112788,0.015346471,0.013694313,0.011826617,0.008660051,0.012539062,0.016061006,0.029467586,0.040827659,0.05356318
p21173,KY,0,0.002348497,0.006847157,0.005913308,0.004330025,0.007415247,0.010707338,0.020522642,0.029395914,0.03856549
p21175,KY,0.038225577,0.040086931,0.054777254,0.099687459,0.177531043,0.21771453,0.237345984,0.339077455,0.364182716,0.477783572
p21179,KY,0.019112788,0.015346471,0.013694313,0.015001222,0.017320102,0.022022882,0.024983788,0.044595224,0.060424935,0.079273507
p21181,KY,0,0,0,0.000793651,0.002165013,0.002943813,0.003569113,0.006182692,0.008165532,0.010712636
p21185,KY,0.057338365,0.050736407,0.054777254,0.055242981,0.056290331,0.074247704,0.087443257,0.155096,0.209037613,0.274243485
p21187,KY,0.019112788,0.012997973,0.006847157,0.009881565,0.015155089,0.018315259,0.019630119,0.029726586,0.034295233,0.044993072
p21189,KY,0,0.002348497,0.006847157,0.005119657,0.002165013,0.003707624,0.005353669,0.010919509,0.016331063,0.021425272
p21191,KY,0,0.002348497,0.006847157,0.008294263,0.010825064,0.013955254,0.016061006,0.026176646,0.032662127,0.042850545
p21197,KY,0,0.002348497,0.006847157,0.005119657,0.002165013,0.004471434,0.007138225,0.013023573,0.01796417,0.023567799
p21201,KY,0,0,0,0,0,0.000763811,0.001784556,0.002762252,0.003266213,0.004285054
p21203,KY,0.019112788,0.020043466,0.027388627,0.022859582,0.015155089,0.024425743,0.033906569,0.062355613,0.086554637,0.113553943
p21205,KY,0.019112788,0.015346471,0.013694313,0.026905993,0.049795293,0.056250538,0.055321244,0.068516928,0.058791829,0.07713098
p21209,KY,0.019112788,0.020043466,0.027388627,0.025240536,0.021650127,0.03096575,0.039260238,0.073275122,0.1028857,0.134979215
p21211,KY,0.11467673,0.09677582,0.095860194,0.168500668,0.29444173,0.335434654,0.333712022,0.415838384,0.360916503,0.473498518
p21215,KY,0,0,0,0.000793651,0.002165013,0.002943813,0.003569113,0.006840881,0.009798638,0.012855164
p21217,KY,0,0,0,0.001587303,0.004330025,0.004360005,0.003569113,0.006840881,0.009798638,0.012855164
p21223,KY,0,0.002348497,0.006847157,0.005913308,0.004330025,0.007415247,0.010707338,0.019206266,0.026129702,0.034280435
p21229,KY,0,0.002348497,0.006847157,0.005119657,0.002165013,0.003707624,0.005353669,0.010261321,0.014697957,0.019282745
p21235,KY,0.095563941,0.100217329,0.136943135,0.383345734,0.809714758,0.913088619,0.895847246,1.069403947,0.852481514,1.118399213
p21237,KY,0.019112788,0.017694968,0.02054147,0.018533576,0.015155089,0.025189554,0.035691125,0.066434241,0.093087062,0.122124052
p21239,KY,0.019112788,0.017694968,0.02054147,0.021708182,0.02381514,0.030854321,0.035691125,0.061826925,0.081655317,0.107126362
p21019,KY,0.191127883,0.172252688,0.191720388,0.225096489,0.283616667,0.397860462,0.496106642,0.900860104,1.237894613,1.624035639
